urduWord,romanUrdu,devanagri,englishWord,hindiWord,wordClass,origin,englishMeaning,useInTense
انتخاب,Intikhab,इंतिख़ाब,Election,चुनाव,Noun,Arabic,Election or selection. It refers to the process of choosing or electing someone.,Har election mein awam ka intikhab sab se zyada ahmiyat rakhta hai.
مہم,Muheem,मुहीम,Campaign,अभियान,Noun,Arabic,Campaign or movement. It signifies a coordinated effort or initiative.,Usne ek khairati muheem ka aghaaz kiya taake gareeb bachon ko taleem di ja sake.
منشور,Manshoor,मंशूर,Manifesto,प्रमाणपत्र,Noun,Arabic,Manifesto or declaration. It refers to a public declaration of intentions or policies.,Har siyasi party ka apna ek manshoor hota hai jise wo election ke waqt logon ke samne pesh karti hai.
پارلیمانی,Parlimani,पार्लिमेनी,Parliamentary,संसदीय,Adjective,English,Parliamentary. It denotes something related to a parliament or parliamentary system.,Parlimani nizam mein har faisla awam ke namayindon ke zariye hota hai jo parliament mein baithe hote hain.
کابینہ,Kabina,काबिना,Cabinet,मंत्रिमंडल,Noun,Arabic,Cabinet. It refers to a group of senior government ministers.,Wazir-e-Azam ne apni kabina mein naye wuzara ko shamil karne ka faisla kiya taake hukoomat ka kaam behtareen tareeqe se chal sake.
سینیٹ,Senate,सीनेट,Senate,सीनेट,Noun,English,Senate. It denotes an assembly or council of representatives.,Senate ka farz hai ke wo har qanoon par tabsira kare aur usay approve ya disapprove kare.
گورنر,Governor,गवर्नर,Governor,राज्यपाल,Noun,English,Governor. It refers to a state or provincial leader.,Governor ko soobay ka imdadi kaam dekhne ke liye mukarar kiya gaya hai.
تحریک,Tehreek,तहरीक,Movement,आंदोलन,Noun,Arabic,Movement or agitation. It refers to a social or political movement.,Azadi ki tehreek mein hamesha logon ki support aur jazbaat bohot ahmiyat rakhte hain.
انقلاب,Inqilab,इंक़िलाब,Revolution,क्रांति,Noun,Arabic,Revolution or uprising. It signifies a fundamental change or revolution.,Har inqilab ek naye dor ka aghaz karta hai jo purane nizam ko badal kar rakh deta hai.
بغاوت,Baghawat,बगावत,Rebellion,विद्रोह,Noun,Persian,Rebellion or revolt. It denotes an uprising against authority or government.,Baghawat ka faisla aksar zulm aur na-insafi ke khilaf hota hai.
معاہدہ,Moahida,मुआहिदा,Agreement,समझौता,Noun,Arabic,Agreement or pact. It refers to a formal agreement or pact between parties.,Do mulkon ke darmiyan moahida hone ke baad aman aur taraqqi ka safar shuru hota hai.
عدالت,Adalat,अदालत,Court,न्यायालय,Noun,Arabic,Court or justice. It denotes a judicial institution or court of law.,Adalat ka farz hai ke wo insaf kare aur zulm ke khilaf awaaz uthaye.
عدلیہ,Adliya,अदालिया,Judiciary,न्यायिक,Noun,Arabic,Judiciary or judicial system. It refers to the system of courts and legal professionals.,Adliya ka nizam hamesha waqar aur ehtaram ke sath chalna chahiye taake logon ka is par bharosa bana rahe.
حکمران,Hukmaran,हुक़्मरान,Leader,नेता,Noun,Arabic,Ruler or leader. It denotes someone who governs or leads.,Ek acha hukmaran hamesha apni qaum ki bhalai aur taraqqi ka sochta hai.
اتحاد,Ittehad,इत्तेहाद,Union,एकता,Noun,Arabic,Unity or solidarity. It refers to the state of being united or together.,"Ittehad mein hi quwat hai, agar log mil jul kar kaam karein to har mushkil ka samna asani se kar sakte hain."
مملکت,Mumlikat,मुमलिकत,Territory,क्षेत्र,Noun,Arabic,Kingdom or monarchy. It signifies a territory ruled by a monarch.,Mumlikat ke farz hai ke wo apne awaam ki hifazat aur bhalai ke liye kaam kare.
صوبہ,Sooba,सूबा,Province,प्रांत,Noun,Arabic,Province or state. It refers to a political subdivision of a country.,Har sooba apni taraqqi aur taraqqiati mansubon ko mukammal karne ke liye hukoomat se madad chahta hai.
صدارتی,Sadarati,सदाराती,Presidential,राष्ट्रपति,Adjective,Arabic,Presidential. It denotes something related to the presidency or presidential system.,Sadarati nizam mein sadir ka kirdar bohot ahmiyat rakhta hai kyunki wo mulk ka sab se bara namayinda hota hai.
غیر جانبدار,Ghair Janibdar ,ग़ैर जानिबदार,Non-aligned,गुटनिरपेक्ष,Adjective,Persian,Non-partisan. It refers to someone who is not affiliated with any particular party or group.,Ek ghair janibdar adalat hi insaf ka sahi manzar pesh kar sakti hai.
اصلاحات,Islahaat,इस्लाहात,Reforms,सुधार,Noun,Arabic,Reforms or improvements. It denotes efforts to bring about positive changes or reforms.,Har nayi hukoomat apne ilaaqe mein islahaat ka nafaz karti hai taake logon ka zindagi behtareen ho sake.
فیصلہ,Faisla,फ़ैसला,Decision,निर्णय,Noun,Arabic,Decision or judgment. It signifies a conclusion or judgment made about something.,"Faisla lena mushkil hota hai, lekin wo insaan ko aage barhne ka rasta dikhata hai."
نظام,Nizam,निज़ाम,System,प्रणाली,Noun,Arabic,Order or system. It denotes a system or arrangement of things.,Ek achi hukoomat ka nizam hamesha awaam ki khidmat aur unke masail ko hal karne par mabni hota hai.
مشیر,Musheer,मुशीर,Counselor,सलाहकार,Noun,Arabic,Advisor or consultant. It refers to someone who gives advice or counsel.,Wazir-e-Azam ke musheer hamesha usay naye faislay karne mein madad dete hain.
احتجاج,Ehtejaj,एहतेजाज,Protest,प्रदर्शन,Noun,Arabic,Protest or objection. It signifies a formal protest or objection.,Ehtejaj logon ka haq hai jab wo samjhte hain ke unke sath na-insafi ho rahi hai.
فلسفہ,Falsafah,फ़ल्सफ़ा,Philosophy,दर्शन,Noun,Arabic,Philosophy or ideology. It refers to a system of beliefs or principles.,Falsafah ek aisi field hai jo zindagi ke asal maqsad ko samajhne ki koshish karti hai.
حکمت,Hikmat,हिक्मत,Wisdom,बुद्धिमत्ता,Noun,Arabic,Wisdom or knowledge. It denotes wisdom or deep understanding.,Hikmat aur danayi se faislay lena hi insaan ko kamiyabi ki raah par le jata hai.
وجودیت,Wujoodiyat,वुजूदियत,Existence,अस्तित्व,Noun,Arabic,Existentialism. It refers to the philosophical concept of existence.,Wujoodiyat ek aisi soch hai jo insaan ke wujood aur uske maqasad par sawal uthati hai.
معرفت,Maarifat,मारिफ़त,Knowledge,ज्ञान,Noun,Arabic,Knowledge or awareness. It signifies knowledge or awareness of something.,Maarifat ka ilm insaan ko khud apni haqeeqat aur asal ko samajhne mein madad deta hai.
مادیت,Madiyat,मदियत,Materialism,भौतिकवाद,Noun,Arabic,,Madiyat ki soch sirf duniavi cheezon par mabni hoti hai aur rohaniyat ko nazarandaz karti hai.
تصوف,Tasawwuf,तसव्वुफ़,Sufism,सूफ़ीता,Noun,Arabic,Sufism or mysticism. It refers to the mystical dimension of Islam.,Tasawwuf ek aisi soch hai jo rohaniyat aur dil ke raaz ko samajhne ki koshish karti hai.
روحانیت,Rohaniyat,रूहानियत,Spirituality,आध्यात्मिकता,Noun,Arabic,Spirituality or mysticism. It denotes spiritual or mystical qualities.,Rohaniyat insaan ko apne andar jhank kar apne asal ko samajhne mein madad deti hai.
انسانیت,Insaniyat,इन्सानियत,Humanity,मानवता,Noun,Arabic,Humanity or humaneness. It refers to the quality of being humane or compassionate.,Insaniyat ka paigham hamesha mohabbat aur aman ka hota hai jo sabko apas mein jodta hai.
اخلاقیات,Ikhlaqiyat,इख़लाकियत,Ethics,नैतिकता,Noun,Arabic,Ethics or morality. It denotes principles of ethics or moral values.,Ikhlaqiyat insaan ke liye sab se zaroori cheez hai jo uske kirdar ko sanwarne mein madad deti hai.
نظریہ,Nazriya,नज़रिया,Theory,सिद्धांत,Noun,Arabic,Theory or viewpoint. It refers to a theoretical framework or perspective.,Har shakhs ka apna nazriya hota hai jo uski soch aur uske faislay ko asar andaz karta hai.
فکر,Fikr,फ़िक्र,Thought,विचार,Noun,Arabic,Thought or contemplation. It denotes thoughtfulness or contemplative thinking.,Fikr karna insaan ko naye raste dikhata hai aur uske masail ka hal talash karne mein madad deta hai.
حقیقت پسندی,Haqeeqat Pasandi,हक़ीक़त पसंदी,Realism,यथार्थवाद,Noun,Arabic,Realism or pragmatism. It refers to the philosophical approach emphasizing practicality and realism.,Haqeeqat pasandi ki soch hamesha asal aur sachai ko samajhne ki koshish karti hai.
جمالیات,Jamaliyat,जमालियत,Beauty,सौंदर्य,Noun,Arabic,Aestheticism or beauty. It denotes a focus on aesthetic values or beauty.,Jamaliyat ka matlab khoobsurati aur husn ko samajhna aur use apni zindagi ka hissa banana hota hai.
وجود,Wujood,वुजूद,Existence, अस्तित्व ,Noun,Arabic,Being or existence. It refers to the state of being or existence.,Har shakhs ka wujood ek khaas maqsad ke liye hota hai jo usay apni zindagi mein talash karna padta hai.
ماورا,Ma'wara,मावरा,Environment,पर्यावरण,Noun,Arabic,Environment or surroundings. It refers to the surrounding environment or context.,Ma'wara ki soch insaan ko duniavi hadon se aage jhankne aur naye asmanon ko choone ka hosla deti hai.
عقل,Aqal,अक़्ल,Reason,कारण,Noun,Arabic,Reason or intellect. It denotes rationality or intellectual capacity.,Aqal insaan ka sab se bara hathiyar hai jo usay mushkilat se nikalne ka rasta dikhata hai.
تفکر,Tafakkur,तफ़क्कुर,Contemplation,चिंतन,Noun,Arabic,Reflection or contemplation. It signifies deep thought or reflection.,Tafakkur aur ghour o fikar insaan ko apne har faislay ko samajhne aur usay behtareen banane mein madad deti hai.
مادہ,maadah,मादह,Substance,पदार्थ,Noun,Arabic,Substance or material. It refers to material substance or matter.,Maadah ka ilm insaan ko duniya ki asal buniyad ko samajhne ka rasta dikhata hai.
جبر,Jabr,जब्र,Determinism,निश्चयवाद,Noun,Arabic,Compulsion or force. It denotes coercion or forceful action.,Jabr ki soch hamesha insaan ko rokti aur use apne maqasad se door karti hai.
اختیار,Ikhtiyar,इख़्तियार,Free,स्वतंत्र,Noun,Arabic,Choice or option. It refers to the ability or right to choose.,Har insaan ko apne faislay ka ikhtiyar hota hai jo usay apni zindagi ko behtar banane ka mauka deta hai.
خودی,Khudi,ख़ुदी,Selfhood,आत्मसम्मान,Noun,Persian,Selfhood or self-awareness. It signifies self-awareness or self-realization.,Khudi ka matlab apne aap ko samajhna aur apne aap ko pehchaan kar aage barhna hota hai.
نفی,Nafi,नफ़ी,Denial,इनकार,Noun,Arabic,Denial or negation. It denotes the act of denying or negating something.,Har shakhs ke liye nafi aur asbaat ki soch bohot ahmiyat rakhti hai.
اثبات,Asbaat,अस्बात,affirmation,प्रमाण,Noun,Arabic,Certainties or truths. It refers to established truths or certainties.,Asbaat ki soch hamesha insaan ko apne maqasad par yaqeen aur imaan rakhne ka dars deti hai.
تحقیق,Tahqeeq,तहक़ीक़,Research,अनुसंधान,Noun,Arabic,Investigation or research. It denotes the act of investigating or researching.,Tahqeeq aur talash insaan ko naye raste aur naye maqasad dikhati hai.
ماہیت,Mahiyat,माहियत,Essence,सार,Noun,Arabic,Essence or nature. It refers to the essential qualities or nature of something.,Mahiyat ka ilm insaan ko cheezon ki asal haqeeqat aur unke maqasad ko samajhne mein madad deta hai.
کائنات,Kainaat,काइनात,Universe,ब्रह्मांड,Noun,Arabic,Universe or cosmos. It signifies the entire cosmos or universe.,Kainaat ek bohot bara raaz hai jo insaan hamesha samajhne ki koshish karta hai.
علم النفس,Ilm al-Nafs,इल्म अल-नफ़्स,Psychology,मानसिकी, Noun,Arabic,Psychology or study of the self. It refers to the study of the human psyche or self-awareness.,Ilm al-Nafs insaan ke zahan aur uski soch ko samajhne ka ilm hai jo usay apne aap ko behtar tareeqe se samajhne mein madad deta hai.
اصول,Usool,उसूल,Principles,तार्किक,Noun,Arabic,Principles or fundamentals. It refers to foundational principles or rules.,Har insaan ko apni zindagi mein kuch asool banana chahiye jo usay sahih aur galat ka farq samajhne mein madad de.
سچائی,Sachai,सचाई,Truth,सत्य,Noun,Hindi/Sanskrit,Truthfulness or honesty. It denotes the quality of being truthful or honest.,"Sachai ka rasta mushkil hota hai, lekin akhir mein wahi insaan ko kamiyabi aur izzat dilata hai."
علمی,Ilmi,इल्मी,Knowledgeable,ज्ञानी,Adjective,Arabic,Academic or scholarly. It refers to something related to knowledge or scholarship.,Ilmi taraqqi se insaan naye asman choo sakta hai aur duniya ko behtareen banane mein apna hissa daal sakta hai.
